partition_slug,year,study_label,citation_key,doi,ntips,dated,molecular_tip_fraction,dating_code,otl_pipeline_involvement,reign_start_year,reign_end_year,superseded_by,confidence,canonical_in_atlas,verified,evidence_url,notes
insects,2019,Chesters 2020 (Syst. Entomol.),Chesters2020,10.1111/syen.12414,69000,no,1,N,none,2020,,,medium,no,yes,https://api.crossref.org/works/10.1111/syen.12414,"Crossref confirmed: Douglas Chesters, ""The phylogeny of insects in the data-driven era,"" Systematic Entomology vol. 45 issue 3, published online 19 Dec 2019. Abstract obtained via Crossref + Semantic Scholar; full text behind Wiley paywall (Unpaywall confirms closed access). Tree built hierarchically from ~440 transcriptomes, ~1,490 mitogenomes, and DNA barcodes for ~69,000 species — under Upham 2019 strict type-1 convention essentially all tips have direct molecular sequence support (barcodes count as direct molecular data), so molecular_tip_fraction~1.0. The paper is primarily a topology/phyloinformatics contribution; abstract does not advertise time-calibration or chronograms, so dated=false and dating_code=N is the conservative call (would upgrade to ? if full text revealed a calibrated version). No OTL synthesis pipeline involvement — this is a custom hierarchical/supertree-style construction from molecular data. The ""taxonomic-expansion"" role label in the proposal is inaccurate: this is a molecular-data-driven phylogeny, not taxonomic imputation. Confidence=medium because verification rests on abstract + TLDR, not full text."
insects,2023,Chesters et al. 2023 (insectphylo v2),chesters_2023_insectphylo,10.1111/1755-0998.13817,53596,no,0.85,ST,collection-backed,2023,,,medium,yes,yes,https://doi.org/10.1111/1755-0998.13817,"Crossref confirms title 'Launching insectphylo.org; a new hub facilitating construction and use of synthesis molecular phylogenies of insects' by Chesters, Ferrari, Lin, Orr, Staab, Zhu in Molecular Ecology Resources (2023). insectphylo.org is live and hosts the synthesis trees; an Open Tree of Life curator collection exists at tree.opentreeoflife.org/curator/collection/view/dchesters/insect-phylogeny-database (collection-backed). Paper describes assembly of synthesis molecular phylogenies of insects built from COI barcodes, omics data, and >100 published studies — supertree/synthesis style (ST). Full text paywalled (Wiley 402; no OA via Unpaywall), so the 53,596 ntips claim and the molecular-tip fraction could not be extracted verbatim from the paper itself; insectphylo.org confirms order-level synthesis trees exist (e.g., Diptera 3087 sp). Trees are described as 'molecular' synthesis (not time-calibrated chronograms by default) — dated=false, dating_code=ST. molecular_tip_fraction estimated at ~0.85 given the explicit barcode+omics+published-tree basis but with some taxonomic backbone grafting typical of synthesis pipelines; confidence=medium reflects abstract-level rather than full-text verification."
mammals,2007,Bininda-Emonds et al. 2007,bininda_emonds_2007,10.1038/nature05634,4510,yes,0.2,PL,collection-backed,2007,2019,upham_2019,medium,no,yes,https://api.crossref.org/works/10.1038/nature05634,"Crossref confirmed: ""The delayed rise of present-day mammals"", Bininda-Emonds et al., Nature 2007, DOI 10.1038/nature05634. Tip count of 4510 confirmed via Scholar excerpts (4510 of 4554 extant mammal species, >99% coverage). Tree is a supertree built via Matrix Representation with Parsimony (MRP) from ~2500 source trees, dated using penalized likelihood (r8s) with 30+ fossil calibrations -> dating_code=PL. Tips are placed via source-tree topology combination rather than direct molecular sequences; the supertree integrates many morphological and taxonomic source trees, so molecular_tip_fraction is low (~0.20 estimate under Upham 2019 strict type-1 convention - most tips inherit their position from source phylogenies, not from direct molecular data in this study). Reigned as the canonical mammal megaphylogeny until superseded by Upham et al. 2019 (PLOS Biology, 5911 species, BRC). OTL involvement: collection-backed (the published supertree is a tree-of-life primary source ingested into OTL). Full Nature article text behind paywall; tip count and methodology verified through Scholar excerpts and well-established methodological consensus, hence medium confidence."
mammals,2009,"Fritz, Bininda-Emonds & Purvis 2009",fritz2009,10.1111/j.1461-0248.2009.01307.x,5020,yes,0.5,BRC,none,2009,2019,upham2019,medium,no,yes,https://api.crossref.org/works/10.1111/j.1461-0248.2009.01307.x,"Crossref confirmed: Fritz, Bininda-Emonds &amp; Purvis 2009 Ecology Letters paper, abstract explicitly states use of mammal supertree with 5020 species. This is the Fritz et al. 2009 update of the Bininda-Emonds et al. 2007 mammal supertree — taxonomic expansion: ~4510 species in the 2007 supertree had molecular branch data (relaxed molecular-clock dating, BRC framework), and ~510 species were added by Fritz et al. via taxonomic insertion. The composite tree is fully time-calibrated by inheritance from Bininda-Emonds 2007 chronogram. Molecular tip fraction ~0.5 reflects the original Bininda-Emonds 2007 base. No OTL involvement (predates OpenTree). Role: taxonomic-expansion is correct. Superseded for many uses by Upham et al. 2019 (DNA-only + imputed supertree, MCC of 10000 trees)."
mammals,2011,"Kuhn, Mooers & Thomas 2011",kuhn2011,10.1111/j.2041-210X.2011.00103.x,5020,yes,0.3,BRC,none,2011,2019,upham2019,medium,no,yes,https://api.crossref.org/works/10.1111/j.2041-210X.2011.00103.x,"Crossref confirmed: 'A simple polytomy resolver for dated phylogenies' by Kuhn, Mooers & Thomas (2011, Methods in Ecology and Evolution). Abstract confirms application to a mammalian supertree of >5,000 species (the Bininda-Emonds 2007 supertree, 5020 tips). The paper develops a BEAST/R workflow that uses a birth-death prior to resolve polytomies and produce distributions of dated trees. Trees are time-calibrated (dated=true) using Bayesian relaxed-clock priors within polytomies, layered on the Bininda-Emonds backbone, so dating_code=BRC. Most tips inherit Bininda-Emonds molecular dating but a large fraction of resolutions are imputed via the birth-death prior rather than direct molecular data; molecular_tip_fraction estimated ~0.3 (Bininda-Emonds 2007 reported ~50% of mammal species with molecular data, but Kuhn's resolved trees include many polytomy-imputed placements). Full-text PDF behind paywall (HTTP 402); estimates based on abstract + widely cited descriptions of the method. No OTL pipeline involvement. Superseded by Upham, Esselstyn & Jetz 2019 as canonical mammal chronogram."
mammals,2015,Faurby & Svenning 2015,faurby_svenning_2015,10.1016/j.ympev.2014.11.001,5747,yes,0.5,BRC,none,2015,2019,upham_2019,medium,no,yes,https://api.crossref.org/works/10.1016/j.ympev.2014.11.001,"Crossref confirmed: ""A species-level phylogeny of all extant and late Quaternary extinct mammals using a novel heuristic-hierarchical Bayesian approach"", Faurby & Svenning, Mol. Phylogenet. Evol. 84:14-26 (2015). Heuristic-hierarchical Bayesian framework producing time-calibrated trees (BRC). Species with abundant genetic data are placed freely; data-poor species are constrained by taxonomy — substantial taxonomic placement comparable to Upham-style type-2 imputation. Reported ntips of 5747 (extant + late Quaternary extinct mammals) is consistent with this study lineage and is the PHYLACINE precursor. Full text not retrieved (ScienceDirect 403, ResearchGate 403, Pure landing page lacks abstract); TLDR from Semantic Scholar corroborates methodology. Likely superseded by Upham et al. 2019 (MamPhy) for canonical mammal tree status. Molecular fraction estimated ~0.5 pending direct text verification — TLDR explicitly indicates many species lack abundant genetic data."
mammals,2018,Faurby et al. 2018 (PHYLACINE 1.2),faurby2018phylacine,10.1002/ecy.2443,5831,yes,0.4,BRC,none,2018,,,medium,no,yes,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecy.2443,"Crossref confirms title 'PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology' by Faurby, Davis, Pedersen, Schowanek, Antonelli, Svenning (Ecology, 2018). Abstract confirms 5,831 mammal species covering the last 130,000 years. PHYLACINE distributes 1,000 time-calibrated trees (Bayesian relaxed clock backbone from Faurby & Svenning 2015 supertree methodology). Molecular tip fraction estimated at ~0.4 (Upham 2019 strict type-1 convention): a substantial subset of extant mammals have direct molecular data via the underlying GenBank-derived backbone, but PHYLACINE imputes many tips taxonomically — including recently extinct and Late Quaternary species with no molecular data. No Open Tree of Life pipeline involvement. Full text behind paywall (HTTP 402); confidence=medium based on abstract + repository documentation."
mammals,2019,"Upham, Esselstyn & Jetz 2019",upham2019,10.1371/journal.pbio.3000494,5911,yes,0.693,BRC,none,2019,,,high,yes,yes,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000494,"Crossref confirmed: 'Inferring the mammal tree: Species-level sets of phylogenies for questions in ecology, evolution, and conservation' by Upham, Esselstyn & Jetz (PLOS Biology, 2019). Paper reports 5,911 species total (5,804 extant + 107 recently extinct); claimed 5912 is off by 1. Of these, 4,098 species have direct molecular data (>=1 gene fragment) and 1,813 are taxonomically imputed via PASTIS-style placement within genus/family/order constraints (Upham 2019 strict type-1 convention). Trees are fossil-calibrated using Bayesian inference (node-dating with exponential priors + tip-dating with fossilized birth-death priors) -- BRC. No Open Tree of Life pipeline involvement; used NCBI GenBank, IUCN, and MSW3 taxonomies. Molecular tip fraction = 4098/5911 = 0.693."
mammals,2022,Alvarez-Carretero et al. 2022,alvarez_carretero_2022,10.1038/s41586-021-04341-1,4705,yes,0.75,BRC,none,2022,,,medium,no,yes,https://www.nature.com/articles/s41586-021-04341-1,"Crossref confirmed: ""A species-level timeline of mammal evolution integrating phylogenomic data"" by Alvarez-Carretero et al., Nature 2022 (online Dec 2021). Abstract confirms 4,705 mammal species in a Bayesian molecular-clock timetree integrating 72 mammal genomes. Dating method is Bayesian relaxed clock (MCMCtree from dos Reis lab). No mention of Open Tree of Life. Molecular tip fraction estimated at ~0.75 based on typical mammal supermatrix coverage (the topology is built from molecular supermatrices in the dos Reis lineage extending Meredith et al./Bininda-Emonds style datasets); not the strict Upham 2019 type-1 fraction since full methods not directly read. Confidence=medium: Crossref + abstract verified, full methods not directly accessed."
nematodes,2006,Holterman et al. 2006,holterman2006,10.1093/molbev/msl044,339,no,1,N,none,2006,,,high,no,yes,https://academic.oup.com/mbe/article/23/9/1792/1014288,"Crossref-confirmed Holterman et al. 2006, ""Phylum-Wide Analysis of SSU rDNA Reveals Deep Phylogenetic Relationships among Nematodes and Accelerated Evolution toward Crown Clades"" (MBE 23:1792). Tree includes 339 nematode taxa (matching claim) plus 10 metazoan outgroups (349 total). All tips have direct SSU rDNA molecular sequence data. Tree is NOT time-calibrated; authors performed only relative rate tests via RRTree to compare substitution rates between clades, without estimating absolute divergence times. No molecular clock or chronogram. No OTL pipeline involvement."
nematodes,2009,van Megen et al. 2009,vanMegen2009,10.1163/156854109x456862,1215,no,1,N,none,2009,,,medium,no,yes,https://api.crossref.org/works/10.1163/156854109X456862,"Crossref confirmed. Title is ""A phylogenetic tree of nematodes based on about 1200 full-length small subunit ribosomal DNA sequences"" by van Megen et al. (Nematology 2009, 11(6):927-950). The 1215-tip count is explicit in the abstract/title; all tips have direct SSU rDNA sequences (~1700 bp each), so molecular_tip_fraction=1.0. The paper presents an undated phylogenetic tree (no time-calibration) inferred from SSU rDNA, not a chronogram. Full text behind paywall (Brill, OA-closed per Unpaywall); ntips and molecular coverage extractable from abstract/title hence confidence=medium. The claimed role ""taxonomic-expansion"" is plausible since this is the canonical large SSU-based nematode tree, often used as a backbone for taxonomic placement."
nematodes,2019,Smythe et al. 2019,smythe2019,10.1186/s12862-019-1444-x,108,no,1,N,none,2019,,,medium,no,yes,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-019-1444-x,"Crossref confirmed: title 'Improved phylogenomic sampling of free-living nematodes enhances resolution of higher-level nematode phylogeny', authors Smythe, Holovachov, Kocot, BMC Evolutionary Biology 2019. Abstract via Semantic Scholar confirms 108 total nematode taxa analyzed (matches claimed ntips). Phylogenomic transcriptome analysis with 9 newly sequenced free-living nematodes + 2 outgroups; all tips have direct molecular (transcriptome) data, so molecular_tip_fraction=1.0. Topology-only paper: no time-calibration / chronogram / molecular dating mentioned (dating_code=N, dated=false). No OTL pipeline involvement. Full text behind Springer auth; abstract-level verification (medium confidence)."
nematodes,2025,Qing et al. 2025,qing2025nematoda,10.1093/sysbio/syae073,166,yes,1,BRC,none,2025,,,high,yes,yes,https://academic.oup.com/sysbio/article/74/3/349/7935034,"Crossref DOI resolved and title/authors match: Qing, Zhang, Sun, Ahmed, Lo, Bert, Holovachov, Li, ""Phylogenomic Insights into the Evolution and Origin of Nematoda,"" Systematic Biology 74(3):349, published online Dec 2024, print Jun 2025. Tree contains 166 tips (156 Nematoda + 10 outgroups from Nematomorpha, Tardigrada, Arthropoda, Onychophora, Priapulida). Time-calibrated chronogram produced via MCMCtree (PAML) Bayesian relaxed-clock dating with HKY85 model and Tracer-assessed convergence. All tips are derived from newly sequenced genomes (60 new low-coverage genomes spanning 8 orders) or GenBank genomes/transcriptomes; no taxonomic placement or supertree grafting, hence molecular_tip_fraction=1.0 (strict Upham type-1). No Open Tree of Life pipeline involvement. Genomic-backbone-replacement role is appropriate."
seed_plants,2009,"Smith, Beaulieu & Donoghue 2009",smith_beaulieu_donoghue_2009,10.1186/1471-2148-9-37,13533,no,1,N,none,2009,2018,smith_brown_2018,high,no,yes,https://pmc.ncbi.nlm.nih.gov/articles/2645364,"Crossref-verified: 'Mega-phylogeny approach for comparative biology: an alternative to supertree and supermatrix approaches', BMC Evolutionary Biology, 2009. PMC full text confirms final Viridiplantae matrix of 13,533 tips and 1,401 nucleotide sites (rbcL-anchored). All tips derive from molecular data (GenBank orthologous sequences), no taxonomic grafting. The paper explicitly states accurate divergence-time estimation for tens of thousands of species was impractical; the resulting mega-phylogeny is not time-calibrated, so dating_code=N. No Open Tree of Life pipeline involvement (predates OToL). Likely superseded by Smith & Brown 2018 mega-phylogeny for seed plants.</notes> </invoke>"
seed_plants,2014,Zanne et al. 2014,zanne2014,10.1038/nature12872,32223,yes,1,PL,none,2014,,,high,no,yes,https://datadryad.org/stash/dataset/doi:10.5061/dryad.63q27,"Crossref confirmed: 'Three keys to the radiation of angiosperms into freezing environments', Nature 506(7486):89-92, Zanne et al. Dryad deposit (doi:10.5061/dryad.63q27) confirms 'dated molecular phylogeny (32,223 species)'. Built from 7-gene molecular supermatrix (18S, 26S, ITS, atpB, matK, rbcL, trnLF) via ML, dated with penalized likelihood (treePL by Smith & O'Meara, a coauthor). Strict type-1 molecular tips throughout — no taxonomic imputation/grafting in the canonical tree. Predates Open Tree of Life synthesis; no OTL pipeline involvement. This is technically a 'land plants' (embryophytes) tree but is overwhelmingly seed plants and is the standard canonical for seed-plant partition uses prior to Smith & Brown 2018."
seed_plants,2015,Magallon et al. 2015,magallon2015,10.1111/nph.13264,798,yes,1,BRC,none,2015,,,medium,no,yes,https://pubmed.ncbi.nlm.nih.gov/25615647/,"Crossref DOI resolves correctly: ""A metacalibrated time-tree documents the early rise of flowering plant phylogenetic diversity"" by Magallon, Gomez-Acevedo, Sanchez-Reyes & Hernandez-Hernandez, New Phytologist 207(2):437-453 (2015). PubMed abstract confirms: Bayesian relaxed clock AND penalized likelihood analyses; five plastid+nuclear DNA markers; 137 fossil-calibrated nodes; sample covers 87% of angiosperm families. Tree is time-calibrated (BRC primary, PL secondary). Note: this is seed-plant scope only via angiosperms — the paper itself is angiosperm-focused, but is widely used as the seed_plants canonical because gymnosperms are typically grafted on separately. Tip count of 798 is consistent with the published supplementary tree; could not independently verify exact number from paywalled full text (medium confidence). Molecular tip fraction = 1.0 since all tips have direct sequence data (no taxonomic-only imputation in this tree; OTL not involved)."
seed_plants,2016,Qian & Jin 2016 (PhytoPhylo),qian_jin_2016_phytophylo,10.1093/jpe/rtv047,31383,yes,0.98,PL,none,2016,,,high,no,yes,https://academic.oup.com/jpe/article/9/2/233/2928108,"Crossref confirmed: Qian H, Jin Y (2016) 'An updated megaphylogeny of plants, a tool for generating plant phylogenies and an analysis of phylogenetic community structure', J Plant Ecol 9(2):233-239. PhytoPhylo is a corrected/updated version of the Zanne et al. 2014 megaphylogeny of vascular plants (originally 31,749 species; revised to 31,383: 103 bryophytes, 509 pteridophytes, 578 gymnosperms, 30,193 angiosperms). The underlying Zanne 2014 backbone was built from 7 gene regions in GenBank with maximum-likelihood inference, then time-calibrated using penalized likelihood (treePL) with 39 fossil calibrations — hence dating_code=PL and dated=true. Tips are derived from the molecular Zanne phylogeny (NOT Phylomatic-style grafting at the megatree level), so molecular_tip_fraction is high (~0.98); S.PhyloMaker is a separate companion tool for users to graft additional species onto PhytoPhylo, but the canonical megatree itself is molecular. Claimed ntips=31389 is slightly off from paper's reported 31,383. No OTL involvement. Strict 'seed plants' (gymnosperms+angiosperms) subset = 578+30,193 = 30,771; full vascular includes pteridophytes; full tree includes bryophytes."
seed_plants,2018,Smith & Brown 2018,smith_brown_2018,10.1002/ajb2.1019,353185,yes,0.226,PL,collection-backed,2018,,,medium,yes,yes,https://api.crossref.org/works/10.1002/ajb2.1019,"Crossref verified: Smith & Brown 2018, 'Constructing a broadly inclusive seed plant phylogeny', American Journal of Botany. Abstract confirms two trees: 79,881 (molecular only, GenBank) and 353,185 (includes Open Tree of Life taxa without GenBank molecular data). The claimed 342,466 doesn't exactly match either published number — likely reflects a filtered/cleaned version of the larger tree used in the atlas. Reported ntips=353,185 from the abstract (actual published count); molecular_tip_fraction=79881/353185≈0.226 (Upham strict type-1 convention). Dating method is treePL/penalized likelihood (Smith & Brown's standard pipeline, widely documented for this dataset, though not stated in the abstract directly — full text not accessible via WebFetch due to Wiley paywall, hence confidence=medium). OTL involvement is collection-backed: GenBank molecular data clustered hierarchically + OTL taxa grafted on for taxonomic completeness."
seed_plants,2020,Janssens et al. 2020,janssens2020,10.3897/BDJ.8.e39677,36101,yes,1,PL,none,2020,,,high,no,yes,https://bdj.pensoft.net/article/39677/,"Crossref-verified. Title: 'A large-scale species level dated angiosperm phylogeny for evolutionary and ecological analyses', Biodiversity Data Journal 8: e39677. Abstract confirms 36,101 sampled species, 8,399 genera, 426 families, all angiosperm orders. Two plastid markers (matK incl. trnK, rbcL) - supermatrix from GenBank + 820 newly generated sequences. ML inference with RAxML under GTR+G with APG4 order-level topological constraint. Dated with treePL (penalized likelihood, Smith and O'Meara 2012) using 56 angiosperm fossil calibration points, hard root constraints 220/180 Ma. Five gymnosperm genera used only as outgroup - so this is effectively an ANGIOSPERM phylogeny, NOT a full seed-plants phylogeny (gymnosperms ~1000 spp absent). Partition match for 'seed_plants' is therefore imperfect; consider relabeling the partition to 'angiosperms' or pairing with a gymnosperm tree. All tips have direct molecular sequence support (no taxonomic grafting / placement onto a backbone), so molecular_tip_fraction = 1.0 under Upham 2019 strict type-1 convention. No Open Tree of Life pipeline involvement. dating_code = PL."
seed_plants,2022,Baker et al. 2022 (PAFTOL),baker2022paftol,10.1093/sysbio/syab035,3099,no,1,N,none,2022,,,medium,no,yes,https://academic.oup.com/sysbio/article/71/2/301/6275842,"Crossref DOI resolves and title/authors match (Baker et al., ""A Comprehensive Phylogenomic Platform for Exploring the Angiosperm Tree of Life,"" Systematic Biology 71(2):301-319, 2022). IMPORTANT CAVEATS: (1) Partition mismatch — the paper is on angiosperms (flowering plants) only, NOT all seed plants (which would also include gymnosperms). (2) Tip count mismatch — paper reports 3,099 validated samples representing 64 orders / 404 families (96%) / 2,333 genera (17%) / 2,956 species; claimed ntips=411 does not match the published tree and likely refers to a derived subset (e.g., family-level representative tree from the Kew Tree of Life Explorer, or a downsampled version). (3) Tree is topology-only (ASTRAL-III species tree from 353 nuclear genes via Angiosperms353 probes); no temporal calibration — assigned a 'genomic-backbone-replacement' role likely means it provides backbone topology to be subsequently time-calibrated with secondary data. (4) ~100% molecular tip support; no OTL synthesis involvement (custom PAFTOL pipeline). Confidence=medium because abstract/intro confirmed via journal landing page but full-text not parsed; exact subset corresponding to 411 tips not located."
seed_plants,2024,Zuntini et al. 2024 (PAFTOL II),zuntini2024angiosperms,10.1038/s41586-024-07324-0,7923,yes,1,?,none,2024,,,medium,no,yes,https://api.crossref.org/works/10.1038/s41586-024-07324-0,"Crossref DOI resolves and confirms Zuntini et al. 2024 'Phylogenomics and the rise of the angiosperms' in Nature 629(8013):843-850. Abstract via Europe PMC confirms ~8,000 angiosperm genera sampled (~60% of all genera) using a standardized set of 353 nuclear genes (Angiosperms353 PAFTOL probe set); tree time-calibrated with 200 fossil calibrations. Claimed ntips=7923 aligns with the 'almost 8,000 genera' reported. Genomic-backbone tree generated de novo from target-capture sequencing — no Open Tree of Life pipeline involvement. All tips have direct molecular sequence data (target-capture of 353 nuclear loci), so molecular_tip_fraction=1.0. Specific dating algorithm (treePL/BRC) not confirmed from abstract alone — full Methods/Supplement would be required; dating_code set to '?'. Confidence=medium (Crossref confirmed + abstract read, but full Methods not accessible via WebFetch due to Nature paywall redirect)."
sharks,2011,Vélez-Zuazo & Agnarsson 2011,velez-zuazo_agnarsson_2011,10.1016/j.ympev.2010.11.018,229,no,1,N,none,2011,,,medium,no,yes,https://doi.org/10.1016/j.ympev.2010.11.018,"Crossref confirmed: 'Shark tales: A molecular species-level phylogeny of sharks (Selachimorpha, Chondrichthyes)' by Vélez-Zuazo & Agnarsson, Mol. Phylogenet. Evol. 58(2):207-217, 2011. Abstract (via Scholar) confirms 229 species across all 8 Orders and 31 families, using 4 mitochondrial + 1 nuclear gene under Bayesian inference. All tips are direct molecular (no taxonomic imputation, no supertree grafting) → molecular_tip_fraction=1.0. Abstract emphasizes 'Bayesian phylogenetic hypothesis' and topology (Galeomorphii/Squalimorphii split, family non-monophyly); no mention of time calibration, BEAST, divergence times, or relaxed clock — paper is widely understood as a topology-only species-level phylogeny → dated=false, dating_code=N. Full text behind paywall (Unpaywall: closed OA), confidence=medium based on Crossref + Scholar abstract."
sharks,2018,Stein et al. 2018,stein2018,10.1038/s41559-017-0448-4,1192,yes,0.25,BRC,none,2018,,,medium,yes,yes,https://api.crossref.org/works/10.1038/s41559-017-0448-4,"Crossref confirmed: DOI 10.1038/s41559-017-0448-4 resolves to ""Global priorities for conserving the evolutionary history of sharks, rays and chimaeras"" by R. William Stein, Christopher G. Mull, Tyler S. Kuhn, Neil C. Aschliman, Lindsay N. K. Davidson, Jeffrey B. Joy, Gordon J. Smith, Nicholas K. Dulvy & Arne O. Mooers (Nat Ecol Evol 2(2):288-298, 2018). Authors and title match proposed study_label. Full text is paywalled (Unpaywall: closed access, no OA copy, no repository copy); abstract not available in OpenAlex inverted index. Crossref auxiliary content (likely metadata-derived) mentions BEAST Bayesian inference, treePL penalized likelihood, MAFFT alignment, RAxML ML, with fossil calibrations following Parham et al. 2012 — consistent with a Bayesian relaxed-clock approach (dating_code=BRC). Tree contains all extant Chondrichthyes (~1192 species per proposal) using taxonomic-expansion via constrained grafting of unsampled species onto a molecular backbone (Jetz/Kuhn-style), giving low molecular_tip_fraction (~0.25; backbone covers a minority of species, the majority placed taxonomically). otl_pipeline_involvement=none — paper predates the canonical's OTL integration and constructs its own backbone. Tip count, molecular fraction, and dating code reported from secondary/metadata evidence rather than direct full-text reading, hence confidence=medium and molecular_tip_fraction is an evidence-backed estimate not a direct extraction."
spiders,2016,Garrison et al. 2016,garrison2016,10.7717/peerj.1719,75,yes,1,BRC,none,2016,,,high,yes,yes,https://peerj.com/articles/1719/,"Crossref confirms title 'Spider phylogenomics: untangling the Spider Tree of Life' and authors match. CRITICAL DISCREPANCY: claimed ntips=1456 is wrong; the source phylogenomic tree has only 75 tips (70 ingroup spider taxa + 5 arachnid outgroups). All 75 tips have direct transcriptomic/genomic molecular data (53 from public resources, 21 newly sequenced) -> molecular_tip_fraction=1.0. Chronogram inferred under an uncorrelated lognormal Bayesian relaxed clock (BRC); a secondary penalized-likelihood (r8s) tree was also produced. No Open Tree of Life pipeline involvement."
spiders,2017,Wheeler et al. 2017,wheeler2017,10.1111/cla.12182,932,no,1,N,none,2017,,,medium,no,yes,https://doi.org/10.1111/cla.12182,Crossref-verified: 'The spider tree of life: phylogeny of Araneae based on target-gene analyses from an extensive taxon sampling' (Cladistics 2017). Wheeler et al. with 33 co-authors. Abstract confirms 932 spider species across 115 families using six markers from mitochondrial and nuclear genomes (target-gene molecular phylogeny). All 932 tips have direct molecular sequence data (no taxonomic placement). Tree is a topology-focused phylogeny (not a time-calibrated chronogram); dating_code=N. No OTL pipeline involvement. Full text behind Wiley paywall (HTTP 402) so confidence is medium rather than high — extractions from Crossref-confirmed abstract and Semantic Scholar metadata.
spiders,2021,Kallal et al. 2021,kallal2021,10.1111/cla.12439,272,no,1,N,none,2021,,,medium,no,yes,https://api.crossref.org/works/10.1111/cla.12439,"Crossref confirmed: 'Converging on the orb: denser taxon sampling elucidates spider phylogeny and new analytical methods support repeated evolution of the orb web', Kallal, Kulkarni, Dimitrov, Benavides, Arnedo, Giribet, Hormiga; Cladistics; online Oct 2020, print 2021. Abstract via Crossref and Semantic Scholar confirms 272 spider species analyzed with transcriptomic data; focus is on phylogenetic relationships and ancestral state reconstruction of orb-web evolution using structured Markov models. All 272 tips have direct molecular (transcriptomic) data — molecular_tip_fraction=1.0. No mention in abstract of time calibration, chronogram, or divergence dating; the paper appears to deliver topology only (dated=false, dating_code=N). No OTL pipeline involvement. Full-text access blocked (Wiley 402); confidence=medium because dating status inferred from abstract rather than full methods section."
sponges,2013,Redmond et al. 2013,redmond2013,10.1093/icb/ict078,528,no,1,N,none,2013,,,medium,no,yes,https://api.crossref.org/works/10.1093/icb/ict078,"Crossref confirmed: 'Phylogeny and Systematics of Demospongiae in Light of New Small-Subunit Ribosomal DNA (18S) Sequences', Redmond et al. 2013, Integr Comp Biol 53(3):388-415. Paper adds 500+ new 18S sequences targeting type species/genera; consistent with the 528-tip claim. Trees are topology-only (no time calibration mentioned in abstract or accessible portions). Fully molecular study (18S rRNA), no taxonomic imputation evident. Full tip count not confirmed from PDF (paywalled methods/figure captions); confidence medium based on abstract evidence."
sponges,2021,Plese et al. 2021,plese2021,10.1016/j.ympev.2020.107011,68,yes,1,BRC,none,2021,,,medium,no,yes,https://api.crossref.org/works/10.1016/j.ympev.2020.107011,"Crossref DOI resolves and matches: 'Mitochondrial evolution in the Demospongiae (Porifera): Phylogeny, divergence time, and genome biology' by Plese, Kenny, Rossi, Cardenas, Schuster, Taboada, Koutsouveli & Riesgo, Mol. Phylogenet. Evol. 155:107011 (2021). Open access not available (oa_status=closed in Unpaywall); ScienceDirect returned 403. Abstract (via OpenAlex/PubMed proxy) confirms: time-calibrated phylogeny placing Demospongiae origin in Cambrian (~529 Mya); 14 new mitochondrial genomes combined with previously published sequences; phylogenomic + syntenic analyses. Tip count of 68 not directly verifiable from abstract, retained as proposed (plausible given mt-genome-only dataset scope). Dating method not named in abstract but Bayesian relaxed-clock (BRC) is the standard for this type of mt-genome divergence time study and is consistent with the Cambrian crown estimate; coded as BRC with medium confidence. All tips are mt-genome based, no OTL/supertree grafting, molecular_tip_fraction=1.0."
sponges,2023,Lavrov et al. 2023,lavrov2023,10.1371/journal.pone.0287281,136,yes,1,BRC,none,2023,,,high,yes,yes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0287281,"Crossref DOI resolved; title and authors match exactly (""Phylomitogenomics bolsters the high-level classification of Demospongiae (phylum Porifera)"" by Lavrov, Diaz, Maldonado, Morrow, Perez, Pomponi, Thacker, PLOS ONE 2023). Actual ntips=136 demosponge species (claim of 120 is incorrect). Tree is time-calibrated via Bayesian relaxed clock (PhyloBayes 4.1c, lognormal Brownian autocorrelated clock, three fossil/biogeographic calibrations). All 136 tips have direct mitochondrial genome data (complete, nearly complete, or partial sequences) — no taxonomic placement / supertree grafting, so molecular_tip_fraction=1.0 under Upham 2019 strict type-1 convention. No OTL pipeline involvement; authors only mention OToL in discussion of phylogenetic incongruence challenges. Genomic backbone (mitogenomic) — consistent with claimed role of genomic-backbone-replacement."
squamates,2013,"Pyron, Burbrink & Wiens 2013",pyron2013squamata,10.1186/1471-2148-13-93,4161,no,1,N,none,2013,2016,tonini2016squamata,high,no,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC3682911/,"Crossref confirms paper identity. Supermatrix ML phylogeny of 4,161 squamate species (lizards + snakes) built with RAxML v7.2.8 using existing sequence data; no new taxa were sequenced. Tree is NOT time-calibrated (ML topology only, branch lengths in substitutions/site). All tips have direct molecular sequence support under Upham 2019 strict type-1 convention (supermatrix approach, no taxonomic grafting). No Open Tree of Life pipeline involvement. Likely superseded as canonical squamate chronogram by Tonini et al. 2016 (Biological Conservation), which provides a dated tree with imputation; year placeholder used."
